link,Breakfast and Brunch,Dinners,Lunch,title,ratings,num_reviews,ingredients,servings,cook_time,calorie,fat_g,carb_g,protein_g,cholesterol_mg,sodium_mg
https://www.allrecipes.com/recipe/104928/mimis-zucchini-pie/,0,0,1,mimis-zucchini-pie,4.39622640609741,136 reviews,"['4 eggs', '1/4 cup vegetable oil', 'salt and pepper to taste', '1 teaspoon baking powder', '1 cup all-purpose baking mix', '1 1/2 cups sliced zucchini', '1 1/2 cups sliced yellow squash', '1/4 cup chopped onion', '1 large ripe tomato, sliced', '1/4 cup grated Parmesan cheese']",8.0,1 h,182 calories;,12.4,12.6,6.0,95,400.0
https://www.allrecipes.com/recipe/105581/tomato-mint-quinoa-salad/,0,0,1,tomato-mint-quinoa-salad,4.49462366104126,67 reviews,"['2 1/2 cups water', '1 1/4 cups quinoa', '1/3 cup raisins', '1 pinch salt', '2 medium tomatoes, diced', '1 medium onion, minced', '10 radishes, quartered', '1/2 cucumber, diced', '2 tablespoons sliced almonds, toasted', '1/4 cup chopped fresh mint', '2 tablespoons chopped fresh parsley', '1 teaspoon ground cumin', '1/4 cup lime juice', '2 tablespoons sesame oil', 'salt to taste']",4.0,1 h 55 m,346 calories;,11.8,53.3,9.5,0,178
https://www.allrecipes.com/recipe/106221/nutty-brown-rice-salad/,0,0,1,nutty-brown-rice-salad,4.47058820724487,42 reviews,"['1 cup uncooked brown rice', '1 1/2 cups water', '1 (15 ounce) can kidney beans, rinsed and drained', '1/4 cup chopped red onion', '1/4 cup sliced fresh mushrooms', '1/4 cup bite-size broccoli florets', '1/4 cup chopped green bell pepper', '1/4 cup chopped red bell pepper', '1/4 cup chopped yellow bell pepper', '2 tablespoons chopped raw almonds', '1/4 teaspoon coarse black pepper', '2 tablespoons fat free Italian-style dressing', '1 tablespoon extra-virgin olive oil']",6.0,2 h 30 m,223 calories;,4.5,39.2,7.1,0,203
https://www.allrecipes.com/recipe/106357/bread-machine-swedish-coffee-bread/,0,0,1,bread-machine-swedish-coffee-bread,4.75,54 reviews,"['1 cup milk', '1/2 teaspoon salt', '1 egg yolk', '2 tablespoons softened butter', '3 cups all-purpose flour', '1/3 cup sugar', '1 (.25 ounce) envelope active dry yeast', '3 teaspoons ground cardamom', '2 egg whites, slightly beaten', 'pearl sugar, or other decorative sugar']",8.0,2 h 40 m,283 calories;,4.6,52.8,7.5,36,195
https://www.allrecipes.com/recipe/106381/asian-pasta-salad-with-beef-broccoli-and-bean-sprouts/,0,0,1,asian-pasta-salad-with-beef-broccoli-and-bean-sprouts,,,[],,,,,,,,
https://www.allrecipes.com/recipe/106515/peruvian-chicken-soup-aguadito-de-pollo/,0,0,1,peruvian-chicken-soup-aguadito-de-pollo,,,[],,,,,,,,
https://www.allrecipes.com/recipe/107068/refreshing-mint-and-tuna-salad/,0,0,1,refreshing-mint-and-tuna-salad,4.41666650772095,10 reviews,"['1 (5 ounce) can tuna in water, drained', '1 (6 ounce) package crumbled garlic and herb feta cheese', '3 hearts of romaine lettuce, torn into pieces', '1 cucumber, peeled and chopped', '4 green onions, chopped', '1/4 cup olive oil', '1/4 cup lemon juice', '4 cloves garlic, minced', '1/4 cup chopped fresh parsley', '1/4 cup chopped fresh mint leaves', 'salt and pepper to taste']",6.0,15 m,200 calories;,15.4,6.3,10.6,31,357
https://www.allrecipes.com/recipe/107442/lizzy217s-lamb-gyros/,0,0,1,lizzy217s-lamb-gyros,4.5,13 reviews,"['1/4 cup vegetable oil', '2 tablespoons lemon juice', '2 tablespoons brandy', '1 clove garlic, crushed', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1/2 teaspoon dried marjoram', '1/8 teaspoon ground dried thyme', '1/8 teaspoon ground dried rosemary', '1/8 teaspoon dried oregano', '1 pound boneless lamb shoulder, cut into 1-inch cubes', '1 cup plain yogurt', '1/2 cucumber, shredded', '1 clove garlic, minced', '1 tablespoon lemon juice', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '4 (10 inch) bamboo skewers, soaked in water for 20 minutes', '8 pocket bread rounds', '1 tomato, sliced', '1/2 red onion, thinly sliced', '1 cup shredded lettuce', '1/2 cup crumbled feta cheese (optional)']",4.0,13 h 40 m,698 calories;,32.1,67.6,29.1,77,2131
https://www.allrecipes.com/recipe/107759/black-bean-corn-and-tomato-salad-with-feta-cheese/,0,0,1,black-bean-corn-and-tomato-salad-with-feta-cheese,4.63157892227173,105 reviews,"['1 (14 ounce) can black beans, drained and rinsed', '2 fresh tomatoes, chopped', '1 large green bell pepper, chopped', '1 cup fresh sweet white corn, cut from the cob', '1 bunch green onions, sliced', '1 jicama, peeled and minced', '1 fresh jalapeno pepper, minced', '1 (8 ounce) package crumbled feta cheese', '1 clove garlic', '1 pinch sea salt', '1/4 cup fresh lime juice', '1 teaspoon Dijon mustard', '1/4 teaspoon fresh-ground black pepper', '1 cup olive oil']",12.0,9 h,285 calories;,22.4,16.8,6.1,17,384
https://www.allrecipes.com/recipe/107915/awesome-spicy-beef-kabobs-or-haitian-voodoo-sticks/,0,0,1,awesome-spicy-beef-kabobs-or-haitian-voodoo-sticks,4.74169731140137,199 reviews,"['2 tablespoons beef bouillon granules', '2 tablespoons water', '3 cloves garlic, minced', '2 teaspoons cayenne pepper', '1/2 teaspoon salt', '1 teaspoon black pepper', '1 1/2 pounds beef sirloin, cut into 1/2-inch cubes', '10 wooden skewers, soaked in water for 1 hour', '2 tablespoons vegetable oil']",4.0,2 h 32 m,327 calories;,21.6,2.5,29.3,91,1018
https://www.allrecipes.com/recipe/108155/super-blt/,0,0,1,super-blt,4.78481006622314,55 reviews,"['8 slices bacon', '8 slices bread, toasted', '1/4 cup guacamole', '1/4 cup cream cheese', '4 lettuce leaves', '4 slices tomato']",4.0,20 m,306 calories;,15.9,28.5,12.3,36,809
https://www.allrecipes.com/recipe/108250/spinach-watermelon-mint-salad/,0,0,1,spinach-watermelon-mint-salad,4.70588254928589,16 reviews,"['1 cup apple cider vinegar', '1/4 cup Worcestershire sauce', '1/2 cup vegetable oil', '1 tablespoon sesame seeds', '1 tablespoon poppy seeds', '1/4 cup white sugar', '1 (10 ounce) bag baby spinach leaves', '2 cups cubed seeded watermelon', '1 small red onion, thinly sliced', '1 cup chopped pecans, toasted', '1 cup mint leaves, finely chopped']",6.0,20 m,395 calories;,34.1,21.2,4.3,0,152
https://www.allrecipes.com/recipe/108328/oriental-sesame-slaw/,0,0,1,oriental-sesame-slaw,4.50617265701294,60 reviews,"['1 head green cabbage, shredded', '1 large carrot, grated', '1 cup grated jicama', '1 tablespoon black sesame seeds', '1 cup mayonnaise', '2 tablespoons rice vinegar', '1 tablespoon sesame oil', '3 tablespoons honey']",8.0,4 h 20 m,290 calories;,24.3,18.5,2.6,10,190
https://www.allrecipes.com/recipe/108361/picadillo-de-platano/,0,0,1,picadillo-de-platano,4.40000009536743,11 reviews,"['4 plantains, peeled and cut into 3 pieces', '1/2 pound ground beef', '2 cloves garlic, minced', '2 tablespoons minced onion', '2 teaspoons salt', '1/2 teaspoon pepper', '1 1/2 tablespoons chopped cilantro', '1/2 cup tomato, chopped', '2 teaspoons Worcestershire sauce', '1 dash hot pepper sauce']",8.0,1 h 10 m,203 calories;,7.9,29.8,6.1,24,623
https://www.allrecipes.com/recipe/108422/chicken-and-bacon-fajitas/,0,0,1,chicken-and-bacon-fajitas,,,[],,,,,,,,
https://www.allrecipes.com/recipe/108487/spicy-shrimp-skewers/,0,0,1,spicy-shrimp-skewers,4.55555534362793,38 reviews,"['1/3 cup lime juice', '1/3 cup honey', '1 teaspoon soy sauce', '1 teaspoon vegetable oil', '2 tablespoons Jamaican jerk seasoning', '3 dashes hot pepper sauce', 'salt and pepper to taste', '2 pounds large shrimp, peeled and deveined', '12 wooden skewers, soaked in water for 1 hour']",6.0,1 h 30 m,235 calories;,3.5,19.5,31.0,230,825
https://www.allrecipes.com/recipe/108540/kentucky-tomato-soup/,0,0,1,kentucky-tomato-soup,,,[],,,,,,,,
https://www.allrecipes.com/recipe/108754/avocado-shrimp-salad/,0,0,1,avocado-shrimp-salad,4.60909080505371,91 reviews,"['2 avocados - peeled, pitted, and cubed', '2 tomatoes, diced', '1 small sweet onion, chopped', '1 pound cooked salad shrimp', '1 pinch salt and pepper to taste', '2 tablespoons lime juice']",4.0,25 m,319 calories;,17.1,14.9,29.1,196,203
https://www.allrecipes.com/recipe/109001/new-year-three-bean-and-artichoke-salad/,0,0,1,new-year-three-bean-and-artichoke-salad,4.6111111640930185,15 reviews,"['1 (15.5 ounce) can Great Northern beans, drained', '1 (15.5 ounce) can garbanzo beans, drained', '1 (15.5 ounce) can black-eyed peas, drained', '1 (13.75 ounce) can marinated artichoke hearts, drained and chopped', '4 green onions, chopped', '2 large tomatoes, diced', '3 cloves garlic, minced', '3 tablespoons olive oil', '3 tablespoons balsamic vinegar', '1/4 cup chopped fresh parsley', '2 teaspoons crushed dried oregano', '1 teaspoon ground black pepper']",12.0,1 h 15 m,184 calories;,6.0,27.2,7.9,0,345
https://www.allrecipes.com/recipe/109740/sourdough-chipotle-chicken-panini/,0,0,1,sourdough-chipotle-chicken-panini,,,[],,,,,,,,
https://www.allrecipes.com/recipe/109840/italian-panzanella-bread-salad/,0,0,1,italian-panzanella-bread-salad,4.41379308700562,20 reviews,"['8 ounces country style white bread, cut into 1 inch cubes', '3 tablespoons garlic flavored olive oil', '1/2 teaspoon coarse salt', '1 (15 ounce) can garbanzo beans, rinsed and drained', '2 cups red or yellow teardrop tomatoes, halved', '1/3 cup chopped green bell pepper', '1/3 cup chopped red bell pepper', '1 small red onion, cut into 3/4 inch slices', '10 kalamata olives, pitted and halved', '1/3 cup basil pesto', '1/4 cup balsamic vinegar', '1 tablespoon minced fresh rosemary', '1/4 teaspoon black pepper', '4 ounces crumbled goat cheese', '1 head green or red leaf lettuce', '1/4 cup toasted pine nuts']",10.0,1 h 32 m,264 calories;,15.0,24.5,8.8,12,452
https://www.allrecipes.com/recipe/109980/veggie-potato-salad-for-a-crowd/,0,0,1,veggie-potato-salad-for-a-crowd,4.678571224212651,24 reviews,"['3 pounds small red potatoes, unpeeled', '2 cups chopped red onions', '12 ounces fresh green beans, trimmed, cooked al dente', '3 1/2 cups roughly chopped red cabbage', '1 pint grape tomatoes, halved', '3 tablespoons capers, drained', '2 ounces basil leaves, trimmed and torn in large pieces', 'salt and freshly ground black pepper to taste', 'Mustard Dressing:', '2/3 cup extra virgin olive oil', '3 tablespoons white balsamic or rice vinegar', '1 teaspoon salt', '1 1/2 teaspoons Dijon mustard', '3 cloves garlic, crushed']",24.0,55 m,119 calories;,6.4,14.4,2.0,0,147
https://www.allrecipes.com/recipe/110025/cold-roasted-moroccan-spiced-salmon/,0,0,1,cold-roasted-moroccan-spiced-salmon,4.37142848968506,57 reviews,"['3/4 teaspoon ground cinnamon', '3/4 teaspoon ground cumin', '1/2 teaspoon salt', '1/2 teaspoon ground ginger', '1/4 teaspoon mustard powder', '1/4 teaspoon ground nutmeg', '1/8 teaspoon cayenne pepper', '1/8 teaspoon ground allspice', '2 teaspoons white sugar', '2 pounds (1-inch thick) boneless, skin-on center-cut salmon fillets', '1 tablespoon fresh lime juice']",6.0,1 h 12 m,225 calories;,9.8,2.2,30.2,84,261
https://www.allrecipes.com/recipe/111853/refreshing-watermelon-salad/,0,0,1,refreshing-watermelon-salad,4.47706413269043,88 reviews,"['3 tablespoons lime juice', '1 cup sliced red onion, cut lengthwise', '15 cups cubed watermelon', '3 cups cubed English cucumber', '1 (8 ounce) package feta cheese, crumbled', '1/2 cup chopped fresh cilantro', 'cracked black pepper', 'sea salt']",15.0,20 m,94 calories;,3.5,14.2,3.4,13,182
https://www.allrecipes.com/recipe/112133/best-baconless-broccoli-salad/,0,0,1,best-baconless-broccoli-salad,,,[],,,,,,,,
https://www.allrecipes.com/recipe/114978/tuna-fish-pea-salad/,0,0,1,tuna-fish-pea-salad,4.3513512611389205,27 reviews,"['1 (12 ounce) can chunk light tuna in water, drained', '1 (15 ounce) can peas, drained', '1/4 cup reduced-fat mayonnaise, or as needed', '1 teaspoon garlic powder', '1 teaspoon ground black pepper']",6.0,5 m,103 calories;,0.7,7.1,16.7,17,160
https://www.allrecipes.com/recipe/115965/egg-drop-soup-better-than-restaurant-quality/,0,0,1,egg-drop-soup-better-than-restaurant-quality,4.47484254837036,506 reviews,"['1 cup chicken broth', '1/4 teaspoon soy sauce', '1/4 teaspoon sesame oil', '1 teaspoon cornstarch (optional)', '2 teaspoons water (optional)', '1 egg, beaten', '1 drop yellow food coloring (optional)', '1 teaspoon chopped fresh chives', '1/8 teaspoon salt (optional)', '1/2 teaspoon ground white pepper (optional)']",1.0,10 m,112 calories;,6.7,4.8,7.5,191,1396
https://www.allrecipes.com/recipe/125520/soccer-salad/,0,0,1,soccer-salad,4.52941179275513,14 reviews,"['3 ounces blanched slivered almonds', '1/4 cup sesame seeds', '5 slices bacon', '1/4 cup white sugar', '2 tablespoons distilled white vinegar', ""1 teaspoon monosodium glutamate (such as Ac'cent®)"", '1/2 cup vegetable oil', '1/2 teaspoon minced garlic', '2 heads leaf lettuce - rinsed, dried and torn into bite-size pieces', '1 cup chow mein noodles']",8.0,1 h,295 calories;,24.5,13.6,6.6,6,242
https://www.allrecipes.com/recipe/126012/cheesy-baked-eggs/,0,0,1,cheesy-baked-eggs,4.83495140075684,86 reviews,"['1 tablespoon butter, melted', '12 eggs, beaten', '1 pound shredded pepperjack cheese', '1 (16 ounce) container cottage cheese', '1/2 cup all-purpose flour', '1 teaspoon salt']",8.0,1 h 15 m,428 calories;,29.7,10.1,29.4,351,1095
https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,0,0,1,oyakodon-japanese-chicken-and-egg-rice-bowl,,,[],,,,,,,,
https://www.allrecipes.com/recipe/128664/halloween-eye-of-newt/,0,0,1,halloween-eye-of-newt,4.51265811920166,113 reviews,"['12 eggs', '1 tablespoon sweet pickle relish', '1 tablespoon mayonnaise', '1 pinch celery salt', '1 tablespoon prepared yellow mustard', '2 drops green food coloring, or as needed', '1 (6 ounce) can sliced black olives, drained']",12.0,25 m,99 calories;,7.5,1.8,6.5,186,253
https://www.allrecipes.com/recipe/128811/andouille-and-poblano-quesadillas/,0,0,1,andouille-and-poblano-quesadillas,4.63157892227173,15 reviews,"['1 tablespoon canola oil', '2 andouille sausage links, finely diced', '1 poblano chile, finely diced', '1/2 red bell pepper, finely diced', '1/2 large red onion, finely diced', '1/2 cup frozen corn kernels', '4 flour tortillas', '2 cups shredded Colby cheese', '1 tablespoon canola oil', '1/4 cup sour cream (optional)', '1/4 cup salsa (optional)']",4.0,40 m,598 calories;,35.9,47.7,22.0,64,967
https://www.allrecipes.com/recipe/128824/grilled-mushroom-and-swiss/,0,0,1,grilled-mushroom-and-swiss,4.3461537361145,18 reviews,"['1 tablespoon extra-virgin olive oil', '1/4 cup baby spinach (optional)', '1/4 cup sliced fresh mushrooms', 'salt and ground black pepper to taste', '2 slices bread', '1 tablespoon softened butter', '2 slices Swiss cheese']",1.0,20 m,577 calories;,42.5,29.2,20.0,83,538
https://www.allrecipes.com/recipe/128885/marinated-black-eyed-pea-salad/,0,0,1,marinated-black-eyed-pea-salad,4.6904764175415,39 reviews,"['1 yellow bell pepper, finely chopped', '1 red bell pepper, finely chopped', '1/2 onion, finely chopped', '2 jalapeno chiles, seeded and finely chopped', '4 (15 ounce) cans black-eyed peas, rinsed and drained', '2 tablespoons chopped fresh parsley', '1 clove garlic, minced', '1/2 cup red wine vinegar', '2 tablespoons balsamic vinegar', '1/4 cup olive oil', '1/2 teaspoon ground cumin', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 slices cooked bacon, crumbled']",14.0,3 h 30 m,159 calories;,6.0,19.5,7.3,4,606
https://www.allrecipes.com/recipe/128968/italian-vegetarian-patties/,0,0,1,italian-vegetarian-patties,4.33870983123779,50 reviews,"['2 tablespoons vegetable oil', '3/4 cup uncooked brown rice', '1 1/2 cups red lentils', '6 cups water', '1 teaspoon salt', '2 eggs', '2 1/2 cups dry bread crumbs', '1 1/2 cups grated Parmesan cheese', '2 teaspoons dried basil', '1 1/2 teaspoons garlic powder', '3 tablespoons vegetable oil']",16.0,40 m,242 calories;,8.3,30.3,11.2,27,395
https://www.allrecipes.com/recipe/130610/hot-turkey-salad/,0,0,1,hot-turkey-salad,4.5,13 reviews,"['2 cups cubed cooked turkey', '2 cups chopped celery', '2 teaspoons grated onion', '1/2 cup pecans, chopped', '1/2 teaspoon salt', '1 cup mayonnaise', '2 tablespoons fresh lemon juice', '1/2 cup Cheddar cheese, grated', '1 cup potato chips, crushed']",6.0,40 m,526 calories;,46.4,10.6,18.4,59,591
https://www.allrecipes.com/recipe/130808/moms-portuguese-beef-stew/,0,0,1,moms-portuguese-beef-stew,4.43902444839478,32 reviews,"['2 tablespoons extra-virgin olive oil', '1 pound beef stew meat, cut into cubes', '1 tablespoon all-purpose flour', '8 cloves garlic, minced', '2 bay leaves', '1 pinch ground black pepper', '1 pinch salt', '1 onion, chopped', '1 green bell pepper, chopped', '1 carrot, chopped', '1 pinch paprika', '1/2 fresh tomato, chopped', '1 cup white wine', '1 cup water', '2 sprigs fresh parsley', '3 red potatoes, peeled and cubed', '1 sweet potato, peeled and cubed', '1 (14.5 ounce) can green beans, drained']",6.0,2 h,398 calories;,12.0,37.9,27.4,65,279
https://www.allrecipes.com/recipe/130872/drunk-deer-chili/,0,0,1,drunk-deer-chili,,,[],,,,,,,,
https://www.allrecipes.com/recipe/130979/day-after-thanksgiving-turkey-carcass-soup/,0,0,1,day-after-thanksgiving-turkey-carcass-soup,4.4761905670166,205 reviews,"['1 picked over turkey carcass', '1 1/2 cups leftover stuffing', '2 celery stalks, chopped', '2 carrots, peeled and sliced', '1 onion, peeled and diced', '2 bay leaves', '1 tablespoon poultry seasoning', '1 teaspoon ground sage', '2 1/2 quarts chicken broth', 'garlic salt to taste', 'ground black pepper, to taste', '2 cups (uncooked) regular long-grain white rice', '1 (16 ounce) package frozen green peas']",10.0,1 h 45 m,370 calories;,7.0,63.8,11.5,17,1550
https://www.allrecipes.com/recipe/130987/toasted-apple-pecan-brie-sandwiches/,0,0,1,toasted-apple-pecan-brie-sandwiches,4.59999990463257,19 reviews,"['3 tablespoons butter', '4 Granny Smith apple - peeled, cored and sliced', '1/2 cup packed brown sugar', '1 teaspoon ground cinnamon', '1/4 cup chopped pecans', '4 slices sourdough bread', '2 tablespoons butter', '6 ounces Brie cheese, cut into long, even slices', '1 pinch ground cinnamon, for dusting']",4.0,22 m,560 calories;,32.0,60.1,13.1,81,541
https://www.allrecipes.com/recipe/13102/bean-with-bacon/,0,0,1,bean-with-bacon,4.54891300201416,139 reviews,"['1 (16 ounce) package dried navy beans', '9 cups water', '1 pound bacon', '2 onions, chopped', '2 stalks celery, chopped', '4 teaspoons chicken bouillon', '1 bay leaf', '1/3 teaspoon salt', '1/4 teaspoon ground black pepper', '1/8 teaspoon ground cloves', '1 (16 ounce) can diced tomatoes', '4 cups water']",6.0,2 h 35 m,631 calories;,35.3,52.2,26.6,51,987
https://www.allrecipes.com/recipe/132853/pumpkin-bean-soup/,0,0,1,pumpkin-bean-soup,4.45714282989502,58 reviews,"['1 tablespoon olive oil', '1 red bell pepper, chopped', '1 onion, chopped', '2 cloves garlic, minced', '1 teaspoon ground cumin', '1 (15 ounce) can pumpkin puree', '1 (15 ounce) can black beans, rinsed and drained', '1 (14 ounce) can whole kernel corn, drained', '2 cups chicken broth', '1 (8 ounce) can tomato sauce', '1 teaspoon fresh cilantro leaves, finely chopped', 'salt and pepper to taste', '1/2 cup heavy cream, whipped (optional)', '1/4 cup fresh chopped cilantro, for garnish (optional)']",4.0,50 m,248 calories;,10.5,38.7,6.0,20,858
https://www.allrecipes.com/recipe/13313/best-cream-of-broccoli-soup/,0,0,1,best-cream-of-broccoli-soup,,,[],,,,,,,,
https://www.allrecipes.com/recipe/133862/black-bean-and-chickpea-chili/,0,0,1,black-bean-and-chickpea-chili,4.58620691299438,45 reviews,"['1 1/2 tablespoons olive oil', '1 pound ground turkey (optional)', '1 onion, chopped', '2 green bell peppers, seeded and chopped', '5 carrots, peeled and sliced into rounds', '1 tablespoon chili powder', '1 1/2 teaspoons ground cumin', '1 teaspoon ground black pepper', '2 (14.5 ounce) cans canned diced tomatoes with their juice', '1 cup frozen corn', '1 (15 ounce) can black beans, drained and rinsed', '1 (15 ounce) can garbanzo beans, drained and rinsed', '1 1/2 cups chicken broth']",12.0,1 h,147 calories;,5.3,16.5,10.3,28,214
https://www.allrecipes.com/recipe/136568/peanut-butter-mayonnaise-and-lettuce-sandwich/,0,0,1,peanut-butter-mayonnaise-and-lettuce-sandwich,,,[],,,,,,,,
https://www.allrecipes.com/recipe/137346/cream-cheese-fruit-salad/,0,0,1,cream-cheese-fruit-salad,4.73684215545654,28 reviews,"['1 (8 ounce) package cream cheese', '1/4 cup white sugar, or to taste', '1 (12 ounce) container frozen whipped topping, thawed', '3 bananas, peeled and sliced', '1 (15.25 ounce) can crushed pineapple, drained', '1 (15.25 ounce) can fruit cocktail, drained', '1 large Jonagold apple, peeled and chopped', '1/2 cup sweetened flaked coconut', '1 (4 ounce) jar maraschino cherries, drained and halved (optional)', '1/2 cup chopped pecans (optional)', '1/2 cup golden raisins (optional)']",8.0,1 h 15 m,486 calories;,27.4,61.0,4.9,31,111
https://www.allrecipes.com/recipe/137471/lebanese-fattoosh/,0,0,1,lebanese-fattoosh,4.6153845787048295,10 reviews,"['2 pita breads, halved', '1 head romaine lettuce, chopped', '2 tomatoes, diced', '2 green onions, thinly sliced', '1 cucumber, diced', '1 cup sliced green olives', '4 radishes, sliced', '1 green or red bell pepper, chopped', '1/4 cup chopped fresh mint', '2 tablespoons sumac', '1 tablespoon salt, or to taste', '1/4 cup fresh lemon juice', '1/4 cup olive oil']",4.0,30 m,305 calories;,19.9,29.1,6.0,0,2941
https://www.allrecipes.com/recipe/137576/roast-beef-burritos/,0,0,1,roast-beef-burritos,4.58878517150879,79 reviews,"['1 tablespoon vegetable oil', '1 onion, chopped', '1 clove garlic, minced', '4 tomatoes, chopped', '2 cups chopped cooked roast beef', '1 (8 ounce) jar prepared taco sauce', '1 (4 ounce) can diced green chile peppers', '1/2 teaspoon cumin', '1/8 teaspoon red pepper flakes, or to taste (optional)', '6 (7 inch) flour tortillas, warmed', '1 1/2 cups shredded Cheddar cheese', '2 cups shredded lettuce']",6.0,50 m,405 calories;,18.5,38.2,21.9,54,1267
https://www.allrecipes.com/recipe/137596/moms-sushi-rice/,0,0,1,moms-sushi-rice,4.75925922393799,155 reviews,"['2 1/4 cups Japanese sushi-style rice', '1 (4 inch) piece konbu dried kelp (optional)', '3 cups water', '1/4 cup rice vinegar', '1/4 cup white sugar', '1 1/4 teaspoons salt']",10.0,1 h 5 m,181 calories;,0.2,40.7,2.9,0,296
https://www.allrecipes.com/recipe/139180/grilled-ham-and-cheese-with-a-twist/,0,0,1,grilled-ham-and-cheese-with-a-twist,4.3076925277710005,10 reviews,"['1/4 cup mango chutney', '4 slices crusty bread, cut diagonally from a large loaf', '6 slices black forest ham', '4 slices white Cheddar cheese', '2 tablespoons butter, softened']",2.0,10 m,523 calories;,34.9,35.9,17.9,90,990
https://www.allrecipes.com/recipe/139262/lebanese-style-red-lentil-soup/,0,0,1,lebanese-style-red-lentil-soup,4.57999992370605,225 reviews,"['6 cups chicken stock', '1 pound red lentils', '3 tablespoons olive oil', '1 tablespoon minced garlic', '1 large onion, chopped', '1 tablespoon ground cumin', '1/2 teaspoon cayenne pepper', '1/2 cup chopped cilantro', '3/4 cup fresh lemon juice']",8.0,50 m,276 calories;,7.0,39.1,16.7,< 1,524
