beef_poultry,veggies,pork_fish,asian,baking,curry_based,cheese_based,pepper_based,title
0.07129280269145966,0.07279951125383377,0.13260790705680847,0.07511310279369354,0.4305411577224731,0.07153457403182982,0.07695110887289047,0.0691598504781723,Grilled Peanut Butter Apple Sandwiches
0.04753277450799942,0.04671292006969452,0.15712374448776245,0.28282156586647034,0.047488972544670105,0.04722078889608383,0.1455247849225998,0.2255744934082031,Sun Dried Tomato And Blue Cheese Burgers
0.06933635473251343,0.3461087644100189,0.06479954719543457,0.06951399892568587,0.06366614997386932,0.0688634067773819,0.13581490516662598,0.18189692497253412,Sun Dried Tomato Basil Orzo
0.2330511510372162,0.13960948586463928,0.054211877286434174,0.05693100392818451,0.18653179705142967,0.12463124841451645,0.052707232534885406,0.15232619643211365,Roasted Cauliflower Soup
0.04041620343923569,0.16841474175453186,0.0778345912694931,0.2409965842962265,0.0442439578473568,0.05284958332777023,0.15539336204528809,0.21985098719596866,Grilled Fish Tacos With Chipotle Lime Dressing
0.0640145018696785,0.2906872630119324,0.3079068064689636,0.06327874958515167,0.06793204694986342,0.0654197558760643,0.0622309222817421,0.07852999866008759,Avocado Beet And Arugula Salad With Chevre Tartine
0.1805866360664368,0.0726768970489502,0.08013108372688292,0.07236002385616302,0.07034436613321304,0.08812284469604492,0.14863528311252594,0.2871428430080414,Grilled Gorgonzola Basil Burgers
0.15571433305740354,0.051632773131132126,0.05844379588961601,0.06083377450704575,0.05967201292514801,0.05325232446193695,0.12149837613105775,0.4389526546001434,Slow Cooker Spicy Black Eyed Peas
0.2665275931358337,0.08876188099384308,0.07258099317550659,0.1412951499223709,0.15403656661510468,0.0903492122888565,0.059342537075281136,0.12710607051849365,Cogys World Famous Matzo Balls
0.14787007868289948,0.07411319017410277,0.07707169651985167,0.07246015220880507,0.08193127810955048,0.07581625878810883,0.3642523288726807,0.1064850389957428,Prosciutto Parmesan Pasta
0.06911532580852509,0.23125159740448,0.060124393552541726,0.058585111051797874,0.05946720764040948,0.31640347838401794,0.06029437482357025,0.14475847780704498,Shrimp Gazpacho
0.1832350194454193,0.09447669237852097,0.1843969821929932,0.0964132770895958,0.09623054414987564,0.09697496891021727,0.15451687574386594,0.09375567734241486,Sweet And Spicy Turkey Sandwich
0.2821384370326996,0.12627694010734558,0.058417383581399925,0.05557112395763397,0.05286422744393349,0.14922873675823212,0.16744601726531982,0.1080571636557579,Super Delicious Zuppa Toscana
0.16579115390777588,0.13990598917007446,0.2834101617336273,0.07036671787500381,0.1283973902463913,0.07003890722990036,0.07248736917972565,0.06960229575634003,Garbanzo Bean Salad
0.2100575715303421,0.12215912342071532,0.24187572300434115,0.0578356646001339,0.05621914565563202,0.06897402554750443,0.05919012054800987,0.18368861079216006,Yoyos Bbq Beans
0.08791745454072952,0.2990012168884277,0.06635403633117676,0.06661577522754669,0.06157223135232925,0.18468211591243744,0.07869177311658859,0.1551653891801834,Festival Style Grilled Italian Sausage Sandwiches
0.08118663728237152,0.3261280357837677,0.0699303075671196,0.068731389939785,0.05974915623664856,0.08791500329971312,0.06477203220129013,0.2415874749422073,Okra With Tomatoes
0.1541893035173416,0.1435949057340622,0.06715381145477295,0.09113096445798874,0.06625787913799286,0.07011304795742035,0.16159258782863614,0.2459674924612045,Moms Dill Potato Salad
0.07415926456451416,0.2774800956249237,0.21600069105625155,0.08558759093284607,0.08389449864625931,0.06994357705116272,0.06728224456310272,0.12565201520919805,Danas Taco Salad
0.1864982396364212,0.07539545744657516,0.10524936020374298,0.1169947236776352,0.06052545085549355,0.1600503921508789,0.1594284325838089,0.13585789501667025,Sweet Potato White Potato Salad
0.04067208990454674,0.2701840400695801,0.038218431174755096,0.0781417116522789,0.03932996094226837,0.03903137519955635,0.2472859025001526,0.2471365183591843,Easy Tomato Basil Pizza
0.14327795803546906,0.11501313000917435,0.17452749609947205,0.058004003018140786,0.12603487074375153,0.14500679075717926,0.04593297466635704,0.192202776670456,Slimmed Down Potato Salad
0.1660829484462738,0.1417057067155838,0.0700463131070137,0.07019496709108353,0.13154128193855286,0.06990955024957657,0.07530944794416428,0.27520981431007385,Barbeque Potato Salad
0.2572662830352783,0.05221881717443466,0.11792871356010436,0.059037044644355774,0.1368999183177948,0.05244632810354233,0.06012341007590294,0.2640795111656189,Macaroni Salad With A Twist
0.08883789926767349,0.15203098952770233,0.07570910453796388,0.08067314326763153,0.07195623964071274,0.3760415017604828,0.07922320067882538,0.07552790641784668,Tropical Mango And Pineapple Paradise Salsa
0.07983792573213577,0.08829588443040848,0.08235146105289459,0.08080191910266876,0.24331526458263397,0.08020804822444916,0.2660861015319824,0.07910342514514923,Easy Speedy Corn Muffins
0.14111633598804474,0.16486766934394834,0.07356038689613342,0.34106847643852234,0.09246606379747392,0.06550372391939162,0.062245707958936684,0.05917167663574219,Asian Coleslaw Light
0.2046624571084976,0.1959266662597656,0.056894514709711075,0.06461599469184875,0.05680349096655845,0.07718603312969208,0.07981611043214798,0.2640947103500366,Colombian Stewed Flank
0.1548784226179123,0.07445042580366135,0.0638180673122406,0.4335062503814697,0.07894092798233032,0.0652410164475441,0.06675337255001068,0.06241156905889511,Curtido El Salvadoran Cabbage Salad
0.1004812717437744,0.16960562765598294,0.09227699786424637,0.20657864212989807,0.0796857699751854,0.08631342649459839,0.18095763027668,0.0841006264090538,Killer Bacon Cheese Dogs
0.12334030121564865,0.3921568393707275,0.1105273962020874,0.0701482892036438,0.07507240772247313,0.05489229410886765,0.0536528006196022,0.12020962685346605,Red Bliss Potato Salad With Gorgonzola And Walnuts
0.10728079825639723,0.11106060445308684,0.08406396210193634,0.27551165223121643,0.1319766789674759,0.09416379034519196,0.07916630059480667,0.11677619069814682,Brazilian White Rice
0.14039906859397888,0.07712125778198242,0.3316386640071869,0.10131168365478516,0.1190313994884491,0.07847307622432709,0.0775754526257515,0.07444944232702255,The Earls Sandwich
0.1002986803650856,0.08471965044736862,0.14853088557720184,0.048086702823638916,0.05020639672875405,0.30488741397857666,0.09622368961572647,0.16704654693603516,Fresh Dill Pasta Salad
0.0770922526717186,0.06744305044412613,0.07136177271604538,0.09462407231330873,0.06163400411605835,0.14547675848007202,0.07232681661844254,0.41004127264022827,Cilantro Avocado Tomato And Feta Salad
0.11758563667535782,0.3240591883659363,0.0722484365105629,0.1128166988492012,0.04082135111093521,0.07373166084289551,0.035037145018577576,0.22369986772537231,Herbed Rice And Spicy Black Bean Salad
0.11742325872182845,0.26678702235221863,0.06110696122050285,0.059294220060110085,0.05341138318181038,0.1347593069076538,0.13303494453430176,0.17418289184570312,Sliced Tomatoes With Fresh Herb Dressing
0.057818174362182624,0.05605655908584595,0.15531118214130402,0.08971991389989853,0.10116980224847794,0.05594249814748764,0.2708462476730347,0.21313561499118805,Savory Halibut Enchiladas
0.12813664972782135,0.06319834291934967,0.28628963232040405,0.13138842582702634,0.09036610275506972,0.07417523115873338,0.06072210520505905,0.16572347283363342,Slow Cooker German Style Pork Roast With Sauerkraut And Potatoes
0.09587613493204117,0.17911766469478607,0.10607919096946716,0.09056199342012404,0.15462207794189453,0.1277552843093872,0.15164025127887726,0.09434742480516434,The Worlds Greatest Crab Recipe
0.1679883748292923,0.055331211537122726,0.1644110381603241,0.053182229399681084,0.10919159650802612,0.10400211066007614,0.16041971743106842,0.1854737102985382,Cape Cod Turkey Salad
0.051869384944438934,0.12083011865615845,0.04700480401515962,0.09033766388893127,0.1243312880396843,0.3010898232460022,0.04990286007523537,0.2146340310573578,Hot Banana Salsa
0.05603483319282532,0.27763721346855164,0.107146218419075,0.06530004739761353,0.13916654884815216,0.05174829065799713,0.24244564771652224,0.06052123382687569,Sugar Toasted Almond Spinach Salad
0.0809570848941803,0.5249074697494507,0.046569887548685074,0.05872539058327675,0.04620760679244995,0.04909737780690193,0.04714147001504898,0.14639374613761902,Marinated Green Beans With Olives Tomatoes And Feta
0.05628640204668045,0.4364201724529265,0.11956288665533064,0.04596890136599541,0.04167003184556961,0.10981013625860214,0.056497920304536826,0.13378353416919708,Grilled Italian Sausage With Marinated Tomatoes
0.23226699233055115,0.2373930215835572,0.06187896430492401,0.11799687892198565,0.06943958252668381,0.0674113780260086,0.06384871155023575,0.14976449310779572,Roasted Vegetable Stock
0.11270792782306673,0.07776431739330293,0.3563631772994995,0.07795573770999907,0.07758673280477524,0.0929613634943962,0.12777653336524966,0.07688423991203308,Oven Spamr Sandwiches
0.05914191156625748,0.2976877689361572,0.0593315027654171,0.0590481162071228,0.05983950570225716,0.06133837997913361,0.20089739561080933,0.2027154415845871,Spinach Basil Pasta Salad
0.21021787822246552,0.09590886533260344,0.07212178409099579,0.13955579698085785,0.12851226329803467,0.1382511556148529,0.06394893676042558,0.15148334205150604,Aw Some Coleslaw
0.10140097141265868,0.20388923585414886,0.04533315822482109,0.04946623370051384,0.12954428791999814,0.200204998254776,0.04705223441123962,0.2231088429689408,Vegan Friendly Falafel
0.20137156546115875,0.07029213756322861,0.2358747720718384,0.07023939490318297,0.13042685389518738,0.07368621230125427,0.14852626621723175,0.06958281248807907,My Moms Good Old Potato Salad
0.04908641800284386,0.12268882244825365,0.04533468186855316,0.2334221601486206,0.08360010385513306,0.25933837890625,0.16103596985340118,0.04549345746636392,Thai Curry Soup
0.08202536404132843,0.07904494553804398,0.15229366719722748,0.08873011916875839,0.3602658212184906,0.08127347379922867,0.07772766053676605,0.0786389410495758,Spiced Slow Cooker Applesauce
0.08457991480827333,0.0852239653468132,0.08389192819595337,0.08347893506288527,0.16301226615905762,0.0837799459695816,0.17014092206954956,0.2458920776844025,Easiest Mac N Cheese Ever
0.15253084897994995,0.3667619228363037,0.07714186608791351,0.059290427714586265,0.06089413911104202,0.08896542340517044,0.14939287304878235,0.04502245038747788,Tomato And Bread Soup
0.22221118211746216,0.07928767055273056,0.17093311250209808,0.10392660647630693,0.09905361384153366,0.08277954906225203,0.1600375771522522,0.08177068829536438,Slow And Easy Beef Stock
0.09183880686759947,0.09348050504922867,0.09239056706428528,0.11053647845983504,0.25034141540527344,0.17839674651622772,0.09151741117238996,0.09149807691574097,Fresh Mint And Cilantro Melon Salad
0.16423086822032928,0.1246740221977234,0.041808292269706726,0.2173849195241928,0.11880257725715634,0.04584095999598503,0.15358103811740875,0.13367734849452972,Kyles Favorite Beef Stew
0.06450679153203964,0.3019880652427673,0.17659388482570648,0.05603202059864998,0.05350369215011597,0.17022868990898132,0.07701392471790314,0.10013286769390106,Easy Cold Pasta Salad
0.07680736482143402,0.06113186478614808,0.19789426028728485,0.06049610674381256,0.1712520867586136,0.14300896227359772,0.0655205100774765,0.22388885915279388,Swabian Meatballs Fleischkuechle
0.12343452870845795,0.09828029572963716,0.09680234640836716,0.09820965677499773,0.09100469201803207,0.097036674618721,0.10311318933963776,0.292118638753891,Beer Brats
0.054659221321344376,0.04928871616721153,0.11673716455698012,0.04881826043128967,0.04838649183511734,0.05589286610484123,0.26236632466316223,0.3638509213924408,Spicy Pimento Cheese Sandwiches With Avocado And Bacon
0.08136262744665146,0.04011209681630135,0.07713069766759872,0.1570315957069397,0.2580220699310303,0.04142860695719719,0.04020437225699425,0.304707944393158,The Best Chicken Fried Steak
0.06582432985305786,0.2303200215101242,0.07003487646579742,0.18117035925388336,0.06645159423351288,0.07157067954540253,0.06313657015562057,0.25149157643318176,Roasted Garlic Flat Iron Steak
0.04240744560956955,0.3462470471858978,0.08362837135791779,0.04254575073719025,0.056345049291849136,0.04060954228043556,0.2824723124504089,0.10574449598789216,Wedge Salad With Elegant Blue Cheese Dressing
0.055734697729349136,0.1606188863515854,0.31031185388565063,0.1543576866388321,0.14434649050235748,0.06008154526352881,0.05920013040304184,0.05534868314862251,Jennys Sweet Waldorf Salad
0.05778240039944649,0.09959077835083008,0.19075533747673035,0.2427169978618621,0.06779660284519196,0.0512535385787487,0.04998499155044557,0.2401193380355835,Slow Cooker Barbequed Pork For Sandwiches
0.08101186901330948,0.06744750589132309,0.06768079847097397,0.06651058048009872,0.26542529463768005,0.06709497421979904,0.1461728811264038,0.23865611851215365,Tarte A Loignon French Onion Pie
0.14429806172847748,0.1445421576499939,0.053942378610372536,0.1828003972768784,0.10147801041603087,0.2632838189601898,0.0496344156563282,0.060020763427019126,Spicy Sweet Potato And Coconut Soup
0.22220216691493988,0.11424844712018968,0.07016813009977341,0.10713870823383333,0.16524243354797366,0.14822232723236084,0.06382966786623001,0.10894811898469924,Smoked Salmon Chowder
0.0804862529039383,0.10880371183156967,0.1888456344604492,0.22141478955745691,0.08037277311086655,0.12824304401874542,0.07560565322637558,0.1162281259894371,Tostones
0.08234310150146484,0.14500471949577332,0.07246807962656021,0.35664334893226624,0.1190650463104248,0.07468410581350328,0.07740407437086105,0.07238754630088806,Superior Shores Slaw
0.09666045010089874,0.248650535941124,0.09219928085803986,0.15041141211986542,0.10829988121986388,0.09784071892499924,0.12207228690385814,0.08386540412902832,Strawberry Summer Salad
0.16381362080574036,0.07947748899459839,0.08169351518154144,0.07738354057073593,0.14847217500209808,0.08012590557336807,0.16935956478118894,0.1996741890907288,Spaghetti Squash With Pine Nuts Sage And Romano
0.0855662003159523,0.17699842154979706,0.10209735482931136,0.16366645693778992,0.07771463692188263,0.09062682092189787,0.22495029866695404,0.0783798024058342,Turkey Sandwiches With Cranberry Sauce
0.08019505441188812,0.07983188331127168,0.1469384729862213,0.07713522762060165,0.2643376588821411,0.07930784672498703,0.08236393332481384,0.18988992273807528,Moms Easy Creamed Chipped Beef On Toast
0.1924271434545517,0.2090572714805603,0.08099225908517838,0.19364741444587708,0.07708726823329927,0.08174765110015869,0.08442475646734238,0.08061624318361282,Hodies Sloppy Joes
0.07553870230913162,0.36928558349609375,0.16761741042137146,0.07919012010097504,0.07452390342950821,0.07537403702735901,0.06802213191986084,0.09044809639453888,Venison Gyros
0.04407769069075584,0.3890635073184967,0.11819475889205933,0.08772049099206924,0.04141547158360481,0.06867503374814987,0.04172396287322045,0.20912909507751465,No Cook Poor Mans Caviar
0.16745290160179138,0.09326385706663133,0.22165773808956146,0.0867362841963768,0.0839250385761261,0.08930354565382004,0.17370808124542236,0.08395256847143172,School Lunch Bagel Sandwich
0.17785479128360748,0.13419209420681,0.0611259862780571,0.13334031403064728,0.1691408008337021,0.07322799414396286,0.07301952689886093,0.17809849977493286,Brussels Sprouts And Barley Soup
0.0734916627407074,0.12762951850891113,0.06731052696704865,0.06379418075084686,0.059030488133430474,0.07405171543359756,0.12952984869480133,0.4051620662212372,Colorado Buffalo Chili
0.08838088810443878,0.16940879821777344,0.15226130187511444,0.07626287639141083,0.07221387326717378,0.15530399978160858,0.21077655255794525,0.07539167255163193,Pasta Deli Salad
0.08862036466598511,0.18099558353424072,0.08512506633996964,0.046618405729532235,0.12010743468999865,0.15467645227909088,0.08982338756322861,0.2340333163738251,Sweet Pork Slow Cooker Chili
0.1462392657995224,0.15811535716056824,0.059400103986263275,0.09178642928600313,0.14507293701171875,0.22244136035442352,0.060787320137023926,0.11615721136331555,Coconut Curry Pumpkin Soup
0.08455584943294525,0.0810740739107132,0.08438094705343246,0.07917470484972,0.15660043060779572,0.0825158879160881,0.1383281946182251,0.2933698892593384,Crab Legs With Garlic Butter Sauce
0.042182579636573785,0.33267858624458313,0.04360802471637727,0.04524315893650055,0.1383962631225586,0.045188277959823615,0.21749883890151972,0.1352042406797409,Pear And Prosciutto Pizza
0.0613955445587635,0.13878284394741058,0.12329273670911788,0.20338428020477287,0.15304824709892273,0.06465166062116623,0.0514497272670269,0.2039949744939804,Flat Iron Grilled
0.078861303627491,0.1385161429643631,0.06839406490325928,0.22251635789871216,0.06757669895887375,0.18415038287639612,0.06826860457658768,0.17171646654605865,Fresh Guacamole
0.13775725662708282,0.16090956330299375,0.0446007139980793,0.08001148700714111,0.08103884756565094,0.10755262523889544,0.2659795880317688,0.12214992940425873,Classic Lasagna
0.07698600739240646,0.13722378015518188,0.29175376892089844,0.06890282034873962,0.125984326004982,0.11993751674890518,0.14336076378822327,0.035851042717695236,Maurice Salad
0.09926491230726242,0.09773451089859007,0.10343464463949203,0.09812092036008836,0.1967678666114807,0.10137468576431274,0.2062816321849823,0.09702078253030776,Raspberry Walnut Baked Brie
